cell_type,gene,pct_exp,avg_exp,avg_exp_scaled
VCT,TP63,28.896882494004792,0.3340532039866401,1.0
VCT,TIMP3,2.7577937649880093,0.022236300765375448,0.06447832273623917
VCT,IFI6,3.597122302158273,0.03013998629536185,0.06443421583413868
VCT,HLA-G,0.5995203836930456,0.0041555586364505105,0.008400880343882084
VCT,PRG2,2.5179856115107913,0.019884192244963638,0.027715123899715473
VCT,ERVW-1,2.997601918465228,0.02175013157100115,0.02942299203719762
VCT,HOPX,1.9184652278177456,0.013297787636641635,0.033160361329551816
VCT,DKK1,0.9592326139088728,0.007135063012695116,0.010997364842750976
VCT,VIM,5.275779376498801,0.040317042894300395,0.05114332427912023
VCT,PGR,2.6378896882494005,0.018770627194756546,0.03397098597491627
VCT,IGF1,2.6378896882494005,0.020574077310795243,0.03010339112930493
VCT,BMP5,1.9184652278177456,0.013783956831015933,0.01560877893571734
VCT,DPPN,3.477218225419664,0.02722297112911606,0.0748665561472232
VCT,ACTA2,0.9592326139088728,0.006648893818320818,0.012775616445299834
VCT,AFF2,51.55875299760192,0.8294668357105043,1.0
VCT,POU5F1,40.40767386091127,0.5811385410320185,1.0
VCT,PAEP,1.9184652278177456,0.013297787636641634,0.0238344480413314
VCT,KRT7,33.573141486810556,0.4335831929937285,0.7200604534964556
VCT,TP73,2.5179856115107913,0.018425684661840743,0.03411358135716577
VCT,PECAM1,6.3549160671462825,0.049099434253663775,0.044684184656615736
VCT,VWF,2.038369304556355,0.014615068558306035,0.012474594855286259
VCT,MECOM,1.079136690647482,0.008452343934359516,0.01179335742258006
VCT,PROX1,2.6378896882494005,0.019601738922046644,0.048827829319656214
VCT,CCL21,1.7985611510791366,0.01343901429810013,0.019399643320758414
VCT,IGHM,2.038369304556355,0.014615068558306037,0.024175168693827204
VCT,BCL11A,2.158273381294964,0.016418518674344733,0.02902187239985497
VCT,CD3D,1.6786570743405276,0.013580240959558622,0.021565315571996663
VCT,GNLY,1.3189448441247003,0.01011456738893972,0.01390799979722421
VCT,NKG7,3.237410071942446,0.02438469341432995,0.031707809955273204
VCT,MS4A7,1.3189448441247003,0.009142229000191125,0.019754670118407203
VCT,CD14,3.597122302158273,0.02639185940182596,0.03810846084084633
VCT,MRC1,3.117505995203837,0.02355358168703985,0.031186874050082358
VCT,LYVE1,0.9592326139088728,0.007135063012695116,0.009624947029158018
VCT,HLA-DRA,2.038369304556355,0.014615068558306035,0.018328896645644695
VCT,CD74,1.6786570743405276,0.013580240959558624,0.018376293913009545
VCT,HBA1,3.357314148681055,0.027004360149746814,0.06414327163003823
VCT,HBB,2.038369304556355,0.01412889936393174,0.020059751697789976
EVT,TP63,1.2544802867383513,0.010148674695584132,0.030380414180939903
EVT,TIMP3,28.673835125448026,0.3448647517761475,1.0
EVT,IFI6,26.523297491039425,0.2896918853969555,0.619312473673502
EVT,HLA-G,37.096774193548384,0.49465751996774765,1.0
EVT,PRG2,2.1505376344086025,0.01884406943379133,0.02626537264870037
EVT,ERVW-1,1.7921146953405016,0.013148632461841609,0.01778711576809998
EVT,HOPX,1.6129032258064515,0.011906433213526295,0.029690775510566147
EVT,DKK1,4.121863799283155,0.03571929964057888,0.055054618210948515
EVT,VIM,4.301075268817205,0.03832138099476752,0.04861176996977073
EVT,PGR,2.867383512544803,0.022570667178737274,0.04084827908081691
EVT,IGF1,2.5089605734767026,0.018117429455102866,0.02650889548560127
EVT,BMP5,2.3297491039426523,0.016875230206787547,0.019109297933550817
EVT,DPPN,1.4336917562724014,0.01066423396521098,0.029327969645079544
EVT,ACTA2,3.942652329749104,0.02732838346293691,0.05251053103457915
EVT,AFF2,45.16129032258064,0.6251024740805516,0.7536196110180845
EVT,POU5F1,2.6881720430107525,0.02132846793042196,0.036701176095713196
EVT,PAEP,2.6881720430107525,0.018632988724729713,0.03339705925146235
EVT,KRT7,43.18996415770609,0.6021483208643713,1.0
EVT,TP73,1.7921146953405016,0.01242199248315314,0.022998258082085967
EVT,PECAM1,3.584229390681003,0.02557062494499475,0.01638257783035075
EVT,VWF,2.867383512544803,0.019875187973045026,0.016964334901835847
EVT,MECOM,3.225806451612903,0.02308622644836412,0.03221167076950119
EVT,PROX1,2.867383512544803,0.02132846793042196,0.05312910226475296
EVT,CCL21,1.971326164874552,0.013664191731468454,0.01972469408670982
EVT,IGHM,3.584229390681003,0.02753946417199853,0.04555375087291695
EVT,BCL11A,0.5376344086021506,0.003726597744945942,0.006587247387208323
EVT,CD3D,2.1505376344086025,0.016359670937160703,0.02597902846234619
EVT,GNLY,3.046594982078853,0.021844027200048806,0.03003655165727123
EVT,NKG7,3.942652329749104,0.03311924071180207,0.04306548261687969
EVT,MS4A7,2.1505376344086025,0.016875230206787547,0.0364642589788879
EVT,CD14,2.1505376344086025,0.015633030958472238,0.022573276821240554
EVT,MRC1,4.121863799283155,0.029297222689940693,0.03879192583908139
EVT,LYVE1,1.971326164874552,0.01439083171015692,0.019412721747424106
EVT,HLA-DRA,4.301075268817205,0.03614146105870212,0.04532535045763229
EVT,CD74,3.046594982078853,0.02329730715742574,0.031525078603644355
EVT,HBA1,3.225806451612903,0.02308622644836412,0.05483655549616406
EVT,HBB,0.8960573476702508,0.00621099624157657,0.008818170417434556
SCT,TP63,1.1764705882352942,0.008154672712469944,0.024411299203692345
SCT,TIMP3,4.705882352941177,0.03500377972110428,0.10150002150357573
SCT,IFI6,34.705882352941174,0.4677636858799641,1.0
SCT,HLA-G,1.7647058823529411,0.012232009068704915,0.02472823837693291
SCT,PRG2,45.88235294117647,0.7174491558079512,1.0
SCT,ERVW-1,51.76470588235295,0.739222290632572,1.0
SCT,HOPX,32.35294117647059,0.40101455784774354,1.0
SCT,DKK1,1.1764705882352942,0.008154672712469944,0.01256890245155425
SCT,VIM,7.0588235294117645,0.05539046150227913,0.07026438774312155
SCT,PGR,4.117647058823529,0.0333115322360938,0.060287042231142174
SCT,IGF1,3.5294117647058822,0.02446401813740983,0.03579503933323133
SCT,BMP5,1.1764705882352942,0.008154672712469944,0.00923424857045845
SCT,DPPN,2.3529411764705883,0.016309345424939888,0.044852728204776496
SCT,ACTA2,0.0,0.0,0.0
SCT,AFF2,1.7647058823529411,0.016309345424939888,0.019662444262728885
SCT,POU5F1,5.294117647058823,0.03669602720611475,0.06314505856202186
SCT,PAEP,5.294117647058823,0.043158452433574225,0.07735556621748593
SCT,KRT7,40.588235294117645,0.5023530563838328,0.8342679685010421
SCT,TP73,3.5294117647058822,0.02684910700863433,0.049708828361919644
SCT,PECAM1,4.705882352941177,0.03977395746355327,0.03346704340145135
SCT,VWF,2.3529411764705883,0.016309345424939888,0.013920733640035887
SCT,MECOM,1.7647058823529411,0.012232009068704915,0.017067035613288598
SCT,PROX1,1.7647058823529411,0.012232009068704915,0.030469870730267315
SCT,CCL21,1.7647058823529411,0.012232009068704915,0.017657292995268574
SCT,IGHM,3.5294117647058822,0.02923419587985883,0.04835705109452394
SCT,BCL11A,2.3529411764705883,0.016309345424939888,0.028828894447547014
SCT,CD3D,1.7647058823529411,0.012232009068704915,0.019424333959293754
SCT,GNLY,4.117647058823529,0.033311532236093795,0.04580490353857697
SCT,NKG7,5.294117647058823,0.0472357887898092,0.06142145765730759
SCT,MS4A7,0.5882352941176471,0.004077336356234972,0.008810371592915298
SCT,CD14,3.5294117647058822,0.028541354493644804,0.04121221902199602
SCT,MRC1,3.5294117647058822,0.02446401813740983,0.0323923665855941
SCT,LYVE1,1.7647058823529411,0.012232009068704915,0.016500546545558034
SCT,HLA-DRA,2.3529411764705883,0.018694434296164384,0.023444868061768938
SCT,CD74,1.1764705882352942,0.010539761583694442,0.014262026514241683
SCT,HBA1,0.0,0.0,0.0
SCT,HBB,3.5294117647058822,0.02684910700863433,0.03811948871796064
DSC,TP63,3.8461538461538463,0.02665950694461328,0.07980617047360959
DSC,TIMP3,0.0,0.0,0.0
