"HC LAC male","HC LAC female","MCI male","MCI female","AD male","AD female","bvFTD male","bvFTD female"
9.345297151204,7.35751530712233,9.20923155747412,23.1035338469189,18.1372459053611,24.5937329203804,14.8228815614631,14.9995746639049
5.24948982597708,2.77447998688778,0.588872452975695,14.2905485783785,13.0425532815744,20.1957538100564,4.05266255364798,9.06258557882796
10.4120813904008,2.24813306342767,20.5468738961718,23.1604458140191,25.6477412603919,-0.426747099409173,8.87646520189281,13.8085341034273
13.9074235987065,-8.21913750800181,18.4431474335204,10.0595544743851,9.82262436508442,27.2511091329438,12.8459944905868,11.9682411226044
7.59682803135373,4.25265793074669,11.7576293849869,17.3325323192056,13.5222917824181,19.1942136951175,13.3759404335575,17.4878123314265
3.8600196414306,14.9816591780198,9.76069603172253,23.4762375135496,29.0072811296849,10.3579747928207,12.6758886385093,7.60446504733866
7.77978321265529,4.1834733881062,5.15077425498946,19.4735825396564,5.80133905067506,21.0019555687793,4.39004263389912,26.1975143109059
4.44007477828522,18.5675441501204,21.145266510969,19.0363738530805,20.615466762558,21.3564510182735,6.11393015826344,8.72506528056561
2.585243712465,2.79313145843206,17.2995578266615,14.4270373149341,17.4932262132114,40,12.1837294225527,6.52125737855225
9.91505954798298,3.32792811526913,14.5594901413199,21.4220840625907,8.0145429409942,14.2809276134015,11.745166120294,9.08016369189131
2.23012524703693,0.153748546240306,10.6080863087849,15.7857419578487,9.92007923549578,31.1427103046364,1.93725816232542,2.94742431421861
-7.28537833998194,18.2903014719542,12.9526013353037,12.3183333030168,14.6526489589539,14.5333021389856,18.0144258778949,25.7750946025807
2.0532536568218,9.43679634718419,11.6074151275493,16.6419236623973,27.5644290868634,18.1342653161817,7.9196127256438,15.6607706351922
10.3543672868352,0.571306784007092,5.63868419732746,15.8716250433948,19.8169342189262,15.2664109853376,4.21386631209754,18.7037042712573
12.4631347906148,7.99317617939639,12.4310136412853,12.0362303946214,8.91029927524023,16.3431843653623,19.2260058377084,21.6204951229462
3.64412549912964,7.82886980707104,21.5370049505562,16.2187341051421,23.8516305427329,23.9680167850348,5.16661346724496,6.70096244901617
4.63497090679427,17.129233365493,18.6735161191877,8.9652395224867,23.5147582859961,13.3871511573617,1.11155557476833,2.66928151431986
7.92369572212284,1.05551621712513,21.8779664011754,17.1293492884475,16.8541843664336,22.8488377125823,4.21585261305937,4.59416069422687
-4.18885819728146,0.659916781691965,18.2547289723863,13.8331491842071,14.8680519701215,13.2973379068794,-1.39598450780675,7.58512160847292
22.0031344609762,15.0604708874732,24.8168628049341,12.8825996957821,29.8845725980617,23.6194006107731,17.2562550638202,10.8056168479568
3.28800543759504,12.3843839258025,15.9585668875222,19.1081020908117,10.8381287123175,21.705552991774,14.1060791210872,11.1756345798612
10.1364979190503,1.66625369208807,27.3507813528706,-0.643153091723496,15.2974494806188,17.5677538846725,13.4537721062544,-1.12505625679358
24.969470139308,20.0124682193061,13.3145246487785,19.4348499988979,18.7612762433269,19.6538865536723,10.1200908566301,13.9988828309462
9.70067709025033,8.63160789069496,13.3274610568431,10.3712468832386,9.75798118520704,34.801387331051,19.6996086819084,22.8504837814093
4.18905520813407,5.02094699835262,7.89568179981089,7.41639123552611,10.2172317982525,28.6464344823051,3.89558632204697,8.04553177629936
-4.10946392234162,0.631232054805069,2.04821682919622,9.64292838653465,16.838894647391,17.3895416055317,6.39365879523294,6.35944217592479
-1.42460178570859,-4.85998528870574,15.1014984502455,5.90364628854443,29.8838028068158,29.6466792958771,11.5230037014471,11.8059856049447
5.35501231557695,-2.47448352558425,12.3596105854053,19.7912035404451,-1.69297926705043,24.5117768959353,13.2856567701726,16.3376539864887
2.33906994800205,2.24579572699418,1.91926140423631,17.0219257861374,11.3299329072813,18.9979298970537,15.4852547994601,5.17445965828827
10.0583757346768,9.51701264299328,19.9854227029522,19.0511960665823,25.586225601721,17.5619707963096,24.7051198609389,16.3109198725115
-2.18030315406659,12.8329814278824,21.3981158805887,15.7541693808614,25.6963963104761,6.2736141180508,4.39860477181213,7.05504302810556
17.7390938715565,6.21688421412095,21.0447992168826,12.1577828281673,9.98896528741332,20.7065296578415,12.0282781256426,12.212719317359
-3.89292260486589,15.2965042538355,15.3287628708102,25.5077018381475,21.8879611776434,18.5588054882075,2.57790678142449,16.4823877003289
9.12171040210666,9.65907818319226,20.9068856540248,13.1560433715531,20.2009633613133,22.0519294906643,15.1757097877811,-0.00522278345672866
0.560226504387584,-1.29066059360518,29.7503276902607,9.12762080848588,6.06505520194656,29.5453636123447,11.8530250854891,10.0032798716677
-3.86070787417368,7.46530507198892,22.3570832755023,12.0220009815443,21.6864536930643,10.2271004927033,10.9448386912024,-1.04794295913578
6.98624301930574,-0.830203922059468,9.36562535073218,20.8461616392756,27.2228533688007,33.4539366532419,1.65437868385296,17.6691857013969
-5.37232816914567,18.5047244869208,20.2689196407251,18.2353523196196,8.83930004068717,5.3057613497224,9.93315018122179,13.239321309702
11.3831575761041,10.3539833593014,1.35434925002747,2.29605365594588,12.4874774058436,16.2214607348688,7.49900134265444,15.6132400142199
11.8002813868721,16.5694016781769,6.85546529449977,28.2036237140662,32.4264332630663,13.583542732311,15.7613005772835,-4.11294062363407
13.9118887900057,-0.386945981776746,17.7818982697868,19.8334522068438,26.5268079570252,8.62914309798592,8.02070829989966,14.554762881306
15.2358793725395,4.97181832074703,20.1981096233313,19.2054163236358,22.7500193713314,25.3114081835721,6.98141187094531,17.992201869304
0.722420217423176,5.81521880992697,24.0976913906966,18.7528549911213,17.4787474048666,20.6353606290501,0.877792180879887,12.3625371555626
2.47612738865694,-5.33041814057926,18.3290379229312,21.2369784816299,13.894863179085,21.4787774527045,1.82575927632834,24.2914615331365
-5.7040624888292,7.02323204513638,3.37655506654276,11.628540677081,23.0936592969974,9.27178509502875,15.1927439347292,16.776557105456
12.9328463550806,16.1314414922317,6.50679290441325,29.7285444567738,17.6419585262382,19.2035760867806,27.2596726728525,26.1525227262577
1.91482606603529,-2.46949449158855,18.4488116965949,10.6508722805437,14.9600228848287,18.8280316143166,9.69034304100571,16.7120580646671
5.90723354398008,7.67317391223077,17.0042462620404,18.2291494769848,21.6616793664744,23.2038943712321,19.5475895141449,12.4639487732285
11.0986281842533,6.45686675028707,19.8989550712657,18.9336259968328,26.7159378041447,21.5269859099741,12.5549475495824,11.0520623127182
8.53860298986286,5.59674026548617,12.0286830530983,26.2247098866383,-0.639229695885795,16.6997681916068,12.710650807513,14.9594892236047
7.59624579518277,3.5153925962231,16.9417637735356,13.3718052907127,-0.507131863540259,20.3342279948612,19.1644840312038,14.4001690229116
